judge-auth-caddy-1	37.98MiB / 256MiB
judge-auth-worker-1	858.9MiB / 1.5GiB
judge-auth-api-1	968.2MiB / 2.5GiB
judge-auth-db-1	87.68MiB / 2GiB
judge-auth-caddy-1	37.85MiB / 256MiB
judge-auth-worker-1	858.9MiB / 1.5GiB
judge-auth-api-1	968.4MiB / 2.5GiB
judge-auth-db-1	87.63MiB / 2GiB
judge-auth-caddy-1	37.84MiB / 256MiB
judge-auth-worker-1	859.2MiB / 1.5GiB
judge-auth-api-1	969.1MiB / 2.5GiB
judge-auth-db-1	88.45MiB / 2GiB
